PostalCode,FSA,Latitude,Longitude,Place Name,FSA1,FSA-Province,AreaType
G9H0A1,G9H,46.2961153,-72.53823989,B�CANCOUR,G,24,Urban
G9N0A1,G9N,46.587636,-72.708107,Shawinigan,G,24,Urban
G9P0A1,G9P,46.515785,-72.73603,Shawinigan-Sud,G,24,Urban
G9R0A1,G9R,46.6483726,-72.8532371,Saint-G�Rard-Des-Laurentides,G,24,Urban
G9T0A1,G9T,45.51175,-73.498549,Saint-Georges-De-Champlain,G,24,Urban
G9X0A1,G9X,47.317216,-72.725803,La Tuque,G,24,Urban
H0A1A0,H0A,45.754689,-73.263866,Address Unknown,H,24,Rural
H0M1A0,H0M,45.69861,-73.502521,Akwesasne,H,24,Rural
H1A0A1,H1A,45.651381,-73.50238,Montr�Al,H,24,Urban
H1B0A1,H1B,45.662719,-73.505814,Pointe-Aux-Trembles,H,24,Urban
H1C0A1,H1C,45.662676,-73.555524,Montr�Al,H,24,Urban
H1E0A1,H1E,45.629804,-73.596173,MONTR�AL,H,24,Urban
H1G1A0,H1G,45.610314,-73.622668,Montr�Al-Nord,H,24,Urban
H1H0A1,H1H,45.590816,-73.650184,Montr�Al,H,24,Urban
H1J0A1,H1J,45.625926,-73.551592,Anjou,H,24,Urban
H1K0A1,H1K,45.614129,-73.546791,Anjou,H,24,Urban
H1L0A1,H1L,45.676445,-73.501038,Montr�Al,H,24,Urban
H1M0A1,H1M,45.595471,-73.557096,Anjou,H,24,Urban
H1N0A1,H1N,45.592276,-73.545892,MONTR�AL,H,24,Urban
H1P1A1,H1P,45.610674,-73.604947,Montr�Al-Nord,H,24,Urban
H1R0A1,H1R,45.586592,-73.607993,SAINT L�ONARD,H,24,Urban
H1S0A1,H1S,45.56813457,-73.58558694,MONTR�AL,H,24,Urban
H1T0A1,H1T,45.5695312,-73.5731155,,H,24,Urban
H1V0A7,H1V,45.556924,-73.5369295,Longue-Pointe,H,24,Urban
H1W0A1,H1W,45.459538,-73.630836,MONTR�AL,H,24,Urban
H1X0A6,H1X,45.556136,-73.572841,Montr�Al,H,24,Urban
H1Y0A1,H1Y,45.545058,-73.56697,MONTR�AL,H,24,Urban
H1Z0A1,H1Z,45.584853,-73.651772,MONTR�AL,H,24,Urban
H2A0A1,H2A,45.561785,-73.599742,Montr�Al,H,24,Urban
H2B1A0,H2B,45.569983,-73.646249,Sault-Au-R�Collet,H,24,Urban
H2C0B7,H2C,45.559899,-73.65589,Sault-Au-R�Collet,H,24,Urban
H2E1A1,H2E,45.552125,-73.625616,MONTR�AL,H,24,Urban
H2G0O0,H2G,45.5410152,-73.5932759,Montreal,H,24,Urban
H2H1A1,H2H,45.537276,-73.583876,Montr�Al,H,24,Urban
H2J0A1,H2J,45.531332,-73.591457,Montr�Al,H,24,Urban
H2K0A1,H2K,45.527907,-73.560279,Montr�Al,H,24,Urban
H2L0A1,H2L,45.500944,-73.568281,Montr�Al,H,24,Urban
H2M1A1,H2M,45.550295,-73.651128,Montr�Al,H,24,Urban
H2N0A9,H2N,45.540805,-73.650936,Youville,H,24,Urban
H2P0A1,H2P,45.616825,-73.5624,MONTR�AL,H,24,Urban
H2R1A1,H2R,45.545751,-73.626308,Montr�Al,H,24,Urban
H2S0A1,H2S,45.535704,-73.60623,Montreal,H,24,Urban
H2T0A1,H2T,45.523391,-73.595635,Montreal,H,24,Urban
H2V0A1,H2V,45.515601,-73.608075,Outremont,H,24,Urban
H2W1A1,H2W,45.519575,-73.583539,Montr�Al,H,24,Urban
H2X0A1,H2X,45.509807,-73.559776,Montr�Al,H,24,Urban
H2Y0A1,H2Y,45.50482,-73.555708,Montr�Al,H,24,Urban
H2Z0A1,H2Z,45.503721,-73.561813,Montr�Al,H,24,Urban
H3A0A1,H3A,45.500257,-73.575435,Montr�Al,H,24,Urban
H3B0A1,H3B,45.515439,-73.553814,Montr�Al,H,24,Urban
H3C0A1,H3C,45.461658,-73.87242,MONTR�AL,H,24,Urban
H3E0A1,H3E,45.46779,-73.543697,Verdun,H,24,Urban
H3G0A1,H3G,45.500333,-73.58008,MONTR�AL,H,24,Urban
H3H1A1,H3H,45.514559,-73.590377,Outremont,H,24,Urban
H3J0A1,H3J,45.484769,-73.572828,Westmount,H,24,Urban
H3K0A1,H3K,45.479688,-73.558618,Montr�Al,H,24,Urban
H3L0A1,H3L,45.539429,-73.661567,Montr�Al,H,24,Urban
H3M1A1,H3M,45.545892,-73.697882,Montreal,H,24,Urban
H3N1A1,H3N,45.547876,-73.636997,MONTR�AL,H,24,Urban
H3P1A1,H3P,45.519798,-73.65354,Mont-Royal,H,24,Urban
H3R1A1,H3R,45.518167,-73.654633,Mont-Royal,H,24,Urban
H3S1A1,H3S,45.515742,-73.62877,Mont-Royal,H,24,Urban
H3T1A0,H3T,45.502095,-73.62062,Snowdon,H,24,Urban
H3V1A1,H3V,45.496185,-73.617902,Montr�Al,H,24,Urban
H3W0A1,H3W,45.502607,-73.623819,MONTR�AL,H,24,Urban
H3X0A1,H3X,45.4840535,-73.6501956,,H,24,Urban
H3Y1A1,H3Y,45.48916,-73.617969,Westmount,H,24,Urban
H3Z0A1,H3Z,45.486177,-73.587796,Westmount,H,24,Urban
H4A0A1,H4A,45.470945,-73.608485,MONTR�AL,H,24,Urban
H4B1A1,H4B,45.468055,-73.635862,Montr�Al,H,24,Urban
H4C0A1,H4C,45.481639,-73.582507,Montr�Al,H,24,Urban
H4E1A1,H4E,45.474262,-73.577575,MONTR�AL,H,24,Urban
H4G0A1,H4G,45.474181,-73.569793,Verdun,H,24,Urban
H4H1A1,H4H,45.453009,-73.582019,Verdun,H,24,Urban
H4J1A1,H4J,45.53531,-73.722864,Montr�Al,H,24,Urban
H4K1A1,H4K,45.525195,-73.738551,MONTR�AL,H,24,Urban
H4L0A1,H4L,45.505717,-73.675223,Saint-Laurent,H,24,Urban
H4M0A1,H4M,45.50572605,-73.68088541,Saint-Laurent,H,24,Urban
H4N1A1,H4N,45.533099,-73.68075,Montr�Al,H,24,Urban
H4P0A1,H4P,45.4974431,-73.6590576,,H,24,Urban
H4R0A1,H4R,45.507783,-73.714875,Saint-Laurent,H,24,Urban
H4S0A2,H4S,45.4895377,-73.7538709,,H,24,Urban
H4T0Z0,H4T,45.481223,-73.697655,Saint-Laurent,H,24,Urban
H4V0A1,H4V,45.4671192,-73.6501059,Montr�Al,H,24,Urban
H4W0A1,H4W,45.47881912,-73.65895099,C�te-Saint-Luc,H,24,Urban
H4X1A1,H4X,45.45794066,-73.66470286,C�te-Saint-Luc,H,24,Urban
H4Y0A1,H4Y,45.413521,-73.499133,Saint-Laurent,H,24,Urban
H4Z0A2,H4Z,45.501054,-73.561407,Montr�Al,H,24,Urban
H5A1A0,H5A,45.503167,-73.567858,Montreal,H,24,Urban
H5B0A1,H5B,45.509899,-73.851736,Pierrefonds,H,24,Urban
H7A0A1,H7A,45.65991321,-73.59150239,Laval,H,24,Urban
H7B1A1,H7B,45.634593,-73.676929,Montreal,H,24,Urban
H7C0A1,H7C,45.627591,-73.655944,Laval,H,24,Urban
H7E0A1,H7E,45.62435,-73.68875,Laval,H,24,Urban
H7G0A1,H7G,45.590512,-73.69438,Laval,H,24,Urban
H7H0A1,H7H,45.62984186,-73.75745285,Laval,H,24,Urban
H7J1A1,H7J,45.691723,-73.620542,Laval,H,24,Urban
H7K0A1,H7K,45.531478,-73.808806,Laval,H,24,Urban
H7L0A1,H7L,45.591563,-73.796322,Laval,H,24,Urban
H7M0A1,H7M,45.597515,-73.717576,Laval,H,24,Urban
H7N0A1,H7N,45.581744,-73.746708,Laval,H,24,Urban
H7P0A1,H7P,45.56007865,-73.79043758,Laval,H,24,Urban
H7R0A1,H7R,45.581744,-73.746708,Laval,H,24,Urban
H7S1A1,H7S,45.57226,-73.745093,Laval,H,24,Urban
H7T0A1,H7T,45.563909,-73.756198,Laval,H,24,Urban
H7V0A3,H7V,45.546618,-73.738059,Laval,H,24,Urban
H7W0A1,H7W,45.530364,-73.751589,Laval,H,24,Urban
H7X0A0,H7X,45.537965,-73.809799,Laval,H,24,Urban
H7Y0A1,H7Y,45.520153,-73.853622,Laval,H,24,Urban
H8N0A1,H8N,45.446562,-73.630615,Lasalle,H,24,Urban
H8P1A1,H8P,45.437078,-73.597895,Lasalle,H,24,Urban
H8R0A3,H8R,45.4252462,-73.644623,Lasalle,H,24,Urban
H8S1A1,H8S,45.449674,-73.677554,Lachine,H,24,Urban
H8T0A1,H8T,45.4538431,-73.7079691,Lachine,H,24,Urban
H8Y0A1,H8Y,45.506509,-73.790444,Pierrefonds,H,24,Urban
H8Z0A4,H8Z,45.5109674,-73.8348084,Pierrefonds,H,24,Urban
H9A0A1,H9A,45.4940213,-73.8346345,Dollard-Des-Ormeaux,H,24,Urban
H9B0A1,H9B,45.4877792,-73.8082596,Dollard-Des-Ormeaux,H,24,Urban
H9C1A1,H9C,45.51428566,-73.90134477,L'�le-Bizard,H,24,Urban
H9E1A1,H9E,45.510603,-73.909992,Roxboro,H,24,Urban
H9G1A1,H9G,45.479071,-73.844968,Dollard-Des-Ormeaux,H,24,Urban
H9H0A2,H9H,45.469496,-73.856245,Pierrefonds,H,24,Urban
H9J1A1,H9J,45.469036,-73.886317,Pierrefonds,H,24,Urban
H9K0A1,H9K,45.4556408,-73.9200606,Pierrefonds,H,24,Urban
H9P0A1,H9P,45.4752861,-73.7721807,Saint-Laurent,H,24,Urban
H9R0A1,H9R,45.461044,-73.811967,Pointe-Claire,H,24,Urban
H9S0A1,H9S,45.446821,-73.731577,Dorval,H,24,Urban
H9W0A1,H9W,45.412938,-73.8583147,Beaconsfield,H,24,Urban
H9X0A1,H9X,45.43043556,-73.92245195,Sainte-Anne-De-Bellevue,H,24,Urban
J0A1A0,J0A,45.78526,-72.01897,Danville,J,24,Rural
J0B0A3,J0B,45.390492,-71.648412,Cookshire,J,24,Rural
J0C1A0,J0C,45.991414,-72.321616,Bon-Conseil,J,24,Rural
J0E1A0,J0E,45.435286,-72.883572,Abbotsford,J,24,Rural
J0G0O0,J0G,46.023499,-72.799495,Baie-Du-Febvre,J,24,Rural
J0H0C0,J0H,45.679771,-72.72206,St-Liboire,J,24,Rural
J0J0C9,J0J,45.140684,-73.126115,Pike River,J,24,Rural
J0K1A0,J0K,46.066779,-73.187236,Berthierville,J,24,Rural
J0L0L0,J0L,45.493311,-73.353363,Carignan,J,24,Rural
J0M0E0,J0M,53.5178,-74.522267,,J,24,Rural
J0N1A0,J0N,45.717976,-73.635364,Lachenaie,J,24,Rural
J0P1A0,J0P,45.448667,-74.101505,Como,J,24,Rural
J0R1A0,J0R,45.812408,-74.212147,Mille-Isles,J,24,Rural
J0S1A0,J0S,45.013097,-74.174444,Athelstan,J,24,Rural
J0T1A0,J0T,45.965622,-74.617744,Arundel,J,24,Rural
J0V1A0,J0V,45.763052,-74.462353,Brownsburg,J,24,Rural
J0W1A0,J0W,46.653085,-75.240851,Chute-Saint-Philippe,J,24,Rural
J0X1A0,J0X,45.523395,-76.439182,Alcove,J,24,Rural
J0Y1A0,J0Y,48.54716,-77.63799,Barraute,J,24,Rural
J0Z1A0,J0Z,47.482202,-79.210216,Angliers,J,24,Rural
J1A0A1,J1A,45.121135,-71.81214,Coaticook,J,24,Urban
J1C0A1,J1C,45.503366,-71.891556,Sherbrooke,J,24,Urban
J1E0A1,J1E,45.426127,-71.868103,Fleurimont,J,24,Urban
J1G0A0,J1G,45.406088,-71.837567,Fleurimont,J,24,Urban
J1H0A2,J1H,45.397412,-71.887903,Sherbrooke,J,24,Urban
J1J1A1,J1J,45.424156,-71.918767,Sherbrooke,J,24,Urban
J1K0A1,J1K,45.389463,-71.948314,Sherbrooke,J,24,Urban
J1L0A1,J1L,45.404161,-71.960611,Sherbrooke,J,24,Urban
J1M0A1,J1M,45.378247,-71.852161,Sherbrooke,J,24,Urban
J1N0A1,J1N,45.424579,-71.871796,Fleurimont,J,24,Urban
J1R0A1,J1R,45.390366,-71.892424,Sherbrooke,J,24,Urban
J1S0A2,J1S,45.6126312,-71.9997578,,J,24,Urban
J1T0A1,J1T,45.7580299,-71.9327965,,J,24,Urban
J1X0A1,J1X,45.25312527,-72.14112546,Magog,J,24,Urban
J1Z0A1,J1Z,45.87607226,-72.4094323,Saint-Cyrille-De-Wendover,J,24,Urban
J2A0A1,J2A,45.8561924,-72.40221998,SAINT-NIC�PHORE,J,24,Urban
J2B0A1,J2B,45.86373,-72.50517,Drummondville,J,24,Urban
J2C0A1,J2C,45.896425,-72.515918,Drummondville,J,24,Urban
J2E1A1,J2E,45.905818,-72.527111,Drummondville,J,24,Urban
J2G0A1,J2G,45.389338,-72.748888,Granby,J,24,Urban
J2H0A1,J2H,45.39277641,-72.70024018,Granby,J,24,Urban
J2J0A0,J2J,45.401523,-72.776507,Cantons-De-Granby,J,24,Urban
J2K0A1,J2K,45.19821,-72.758915,Cowansville,J,24,Urban
J2L0A1,J2L,45.298999,-72.674228,Bromont,J,24,Urban
J2M0A1,J2M,45.358175,-72.587125,Shefford,J,24,Urban
J2N0A1,J2N,45.27544,-72.98724,Farnham,J,24,Urban
J2R0A1,J2R,45.655533,-72.90018,Saint-Hyacinthe,J,24,Urban
J2S0A1,J2S,45.62365172,-72.95848325,Saint-Hyacinthe,J,24,Urban
J2T0A1,J2T,45.61297508,-72.95603964,Saint-Hyacinthe,J,24,Urban
J2W0A0,J2W,45.373041,-73.31943,St Jean Sur Le Richelieu,J,24,Urban
J2X0A1,J2X,45.324927,-73.249778,Saint-Athanase,J,24,Urban
J2Y1A1,J2Y,45.317184,-73.334629,Saint-Jean-Sur-Richelieu,J,24,Urban
J3A1A1,J3A,45.33389638,-73.26636282,Saint-Jean-Sur-Richelieu,J,24,Urban
J3B0A1,J3B,45.25116123,-73.24786845,Saint-Jean-Sur-Richelieu,J,24,Urban
J3E0A1,J3E,45.57962154,-73.33431955,Sainte-Julie,J,24,Urban
J3G0A1,J3G,45.564067,-73.455515,Beloeil,J,24,Urban
J3H0A1,J3H,45.556103,-73.184341,Mont-Saint-Hilaire,J,24,Urban
J3L0A1,J3L,45.427346,-73.312492,Chambly,J,24,Urban
J3M0A1,J3M,45.436147,-73.171659,Marieville,J,24,Urban
J3N0A1,J3N,45.525446,-73.289852,Saint-Basile-Le-Grand,J,24,Urban
J3P0A1,J3P,46.03951484,-73.10677389,Sorel-Tracy,J,24,Urban
J3R0A1,J3R,46.023937,-73.124039,Sorel-Tracy,J,24,Urban
J3T0A1,J3T,46.230412,-72.613724,Nicolet,J,24,Urban
J3V0A1,J3V,45.52834,-73.32818,Saint-Bruno,J,24,Urban
J3X1A0,J3X,45.683825,-73.439528,Varennes,J,24,Urban
J3Y0A1,J3Y,45.47914242,-73.40514095,Saint-Hubert,J,24,Urban
J3Z0A1,J3Z,45.461547,-73.417954,Saint-Hubert,J,24,Urban
J4B0A1,J4B,45.613876,-73.44506,Boucherville,J,24,Urban
J4G1A0,J4G,45.566207,-73.47466,Longueuil,J,24,Urban
J4H1A1,J4H,45.543364,-73.50794,Longueuil,J,24,Urban
J4J1A1,J4J,45.527633,-73.504618,Longueuil,J,24,Urban
J4K0A1,J4K,45.517992,-73.498515,Longueuil,J,24,Urban
J4L0A1,J4L,45.513356,-73.44337,Longueuil,J,24,Urban
J4M0A1,J4M,45.535376,-73.448597,Longueuil,J,24,Urban
J4N0A1,J4N,45.54937,-73.483301,Longueuil,J,24,Urban
J4P1A1,J4P,45.49701093,-73.51424781,Saint-Lambert,J,24,Urban
J4R0A1,J4R,45.492976,-73.500232,Saint-Lambert,J,24,Urban
J4S1A1,J4S,45.483161,-73.506694,Saint-Lambert,J,24,Urban
J4T0A1,J4T,45.49343279,-73.47421933,Saint-Hubert,J,24,Urban
J4V0A1,J4V,45.486044,-73.458716,Greenfield Park,J,24,Urban
J4W0A1,J4W,45.467117,-73.490518,Brossard,J,24,Urban
J4X0A1,J4X,45.434783,-73.48883,Brossard,J,24,Urban
J4Y0A1,J4Y,45.442075,-73.460319,Brossard,J,24,Urban
J4Z0A1,J4Z,45.457189,-73.421688,Brossard,J,24,Urban
J5A0A1,J5A,45.350451,-73.589026,Saint-Constant,J,24,Urban
J5B1A1,J5B,45.401936,-73.53702,Delson,J,24,Urban
J5C0A1,J5C,45.525609,-73.522684,Sainte-Catherine,J,24,Urban
J5J0A1,J5J,45.82228255,-73.94228517,Sainte-Sophie,J,24,Urban
J5K0A1,J5K,45.739323,-74.124125,Saint-Colomban,J,24,Urban
J5L0A1,J5L,45.798783,-74.047933,Saint-J�R�Me,J,24,Urban
J5M0A2,J5M,45.854799,-73.776631,Saint-Lin-Laurentides,J,24,Urban
J5R0A1,J5R,45.385763,-73.457443,Candiac,J,24,Urban
J5T0A1,J5T,45.899442,-73.306375,Lavaltrie,J,24,Urban
J5V0A1,J5V,46.256357,-72.941656,Louiseville,J,24,Urban
J5W0A1,J5W,45.853927,-73.398064,L'Assomption,J,24,Urban
J5X0A1,J5X,45.844388,-73.506602,L&#39;�PIPHANIE,J,24,Urban
J5Y0A1,J5Y,45.787463,-73.41556,Repentigny,J,24,Urban
J5Z0A1,J5Z,45.77184919,-73.47524051,Le Gardeur,J,24,Urban
J6A0A1,J6A,45.736038,-73.457186,Repentigny,J,24,Urban
J6E0A1,J6E,46.046393,-73.453278,Saint-Charles-Borrom�E,J,24,Urban
J6J0A2,J6J,45.373777,-73.754705,Ch�Teauguay-Centre,J,24,Urban
J6K0A1,J6K,45.349743,-73.748004,Ch�Teauguay,J,24,Urban
J6N0A2,J6N,45.306245,-73.853706,Beauharnois,J,24,Urban
J6R0A5,J6R,45.299122,-73.738409,Mercier,J,24,Urban
J6S0A1,J6S,45.261731,-74.157676,Salaberry-De-Valleyfield,J,24,Urban
J6T0A1,J6T,45.243229,-74.118583,Salaberry-De-Valleyfield,J,24,Urban
J6V0A1,J6V,45.722529,-73.515825,Lachenaie,J,24,Urban
J6W0A1,J6W,45.705648,-73.619134,Terrebonne,J,24,Urban
J6X0A1,J6X,45.725255,-73.669147,Terrebonne,J,24,Urban
J6Y0A1,J6Y,45.696876,-73.73892,Terrebonne,J,24,Urban
J6Z0A1,J6Z,45.670957,-73.762874,Bois-Des-Filion,J,24,Urban
J7A0A0,J7A,45.640162,-73.798279,Rosem�Re,J,24,Urban
J7B0A1,J7B,45.660633,-73.817391,Blainville,J,24,Urban
J7C0A1,J7C,45.677697,-73.902232,Blainville,J,24,Urban
J7E0A2,J7E,45.6378148,-73.8414202,Sainte-Th�R�Se-De-Blainville,J,24,Urban
J7G1A1,J7G,45.600019,-73.830211,Boisbriand,J,24,Urban
J7H0A1,J7H,45.6206,-73.871172,Boisbriand,J,24,Urban
J7J0A1,J7J,45.66721975,-73.92689852,Mirabel,J,24,Urban
J7K0A1,J7K,45.73464,-73.68372,Mascouche,J,24,Urban
J7L0A1,J7L,45.741912,-73.666884,Mascouche,J,24,Urban
J7M0A1,J7M,45.760958,-73.720289,La Plaine,J,24,Urban
J7N0A1,J7N,45.710991,-74.089434,Mirabel,J,24,Urban
J7P0A1,J7P,45.577578,-73.889164,Saint-Eustache,J,24,Urban
J7R0A1,J7R,46.614615,-71.801979,Saint-Eustache,J,24,Urban
J7T1A1,J7T,45.30479913,-74.05421739,LES C�DRES,J,24,Urban
J7V0A1,J7V,45.42333183,-74.03339712,Vaudreuil-Dorion,J,24,Urban
J7W0A3,J7W,45.35721,-73.98222,Pincourt,J,24,Urban
J7X1A1,J7X,45.261551,-74.207786,LES C�TEAUX,J,24,Urban
J7Y0A1,J7Y,45.76656386,-74.01542232,SAINT-J�R�ME,J,24,Urban
J7Z0A1,J7Z,45.79409705,-73.99185571,SAINT-J�R�ME,J,24,Urban
J8A0A1,J8A,45.89861577,-73.99799696,Saint-Hippolyte,J,24,Urban
J8B0A1,J8B,45.965999,-74.116148,SAINTE-AD�LE,J,24,Urban
J8C0A1,J8C,46.04388597,-74.27079922,Sainte-Agathe-Des-Monts,J,24,Urban
J8E0A1,J8E,46.131607,-74.567471,Mont-Tremblant,J,24,Urban
J8G0A1,J8G,45.691616,-74.436244,Brownsburg-Chatham,J,24,Urban
J8H0A1,J8H,45.651903,-74.334046,Lachute,J,24,Urban
J8L0A1,J8L,45.346365,-72.924935,L'Ange-Gardien,J,24,Urban
J8M1A1,J8M,45.555437,-75.43552,Gatineau,J,24,Urban
J8N0A2,J8N,45.636498,-75.669602,Val-Des-Monts,J,24,Urban
J8P0A1,J8P,45.504371,-75.611742,Gatineau,J,24,Urban
J8R0A1,J8R,45.472374,-75.695811,Gatineau,J,24,Urban
J8T0A1,J8T,45.476032,-75.677202,Gatineau,J,24,Urban
J8V0A1,J8V,45.477305,-75.727813,Gatineau,J,24,Urban
J8X0A1,J8X,45.429725,-75.725264,Gatineau,J,24,Urban
J8Y0A1,J8Y,45.447491,-75.734697,Gatineau,J,24,Urban
J8Z1A1,J8Z,45.46605946,-75.75632861,Gatineau,J,24,Urban
J9A0A1,J9A,45.435277,-75.781175,Gatineau,J,24,Urban
J9B0A1,J9B,45.59998315,-75.6177459,Chelsea,J,24,Urban
J9E1A0,J9E,46.395714,-76.036135,Egan-Sud,J,24,Urban
J9H0A1,J9H,45.387615,-75.830596,Gatineau,J,24,Urban
J9J0A1,J9J,45.394434,-75.854429,Gatineau,J,24,Urban
J9L0A2,J9L,46.572932,-75.576205,Mont-Laurier,J,24,Urban
J9P0A1,J9P,48.087194,-77.821832,Val-D'Or,J,24,Urban
J9T0A2,J9T,48.5647304,-78.0864304,Dalquier,J,24,Urban
J9V0A1,J9V,47.3375998,-79.4614016,,J,24,Urban
J9X0A1,J9X,48.3964079,-79.0314734,,J,24,Urban
J9Y0E5,J9Y,48.145199,-79.078906,Beaudry,J,24,Urban
J9Z0A1,J9Z,48.80952476,-79.19992592,La Sarre,J,24,Urban
K0A0A0,K0A,45.242636,-75.792165,Nepean,K,35,Rural
K0B1A0,K0B,45.57632,-74.90219,Alfred,K,35,Rural
K0C0C2,K0C,45.148648,-75.066191,Finch,K,35,Rural
K0E0E6,K0E,44.713844,-75.713944,South Augusta,K,35,Rural
K0G0G6,K0G,44.872372,-76.095259,Smiths Falls,K,35,Rural
K0H0B3,K0H,44.683614,-76.79808,Verona,K,35,Rural
K0J1A0,K0J,45.398487,-78.083635,Aylen Lake,K,35,Rural
K0K0H0,K0K,44.288407,-77.538344,Stirling,K,35,Rural
K0L1A0,K0L,44.83243,-77.930248,Apsley,K,35,Rural
K0M0H0,K0M,44.875399,-78.690254,Minden,K,35,Rural
K1A0A1,K1A,45.44459927,-75.69266847,Ottawa,K,35,Urban
K1B0A1,K1B,45.416035,-75.621899,Gloucester,K,35,Urban
K1C0A1,K1C,45.480486,-75.551236,Orleans,K,35,Urban
K1E1A1,K1E,45.48784155,-75.51983257,ORL�ANS,K,35,Urban
K1G0A0,K1G,45.415407,-75.639105,Ottawa,K,35,Urban
K1H0H3,K1H,45.388463,-75.663075,Ottawa,K,35,Urban
K1J0A1,K1J,45.267018,-75.59934,Ottawa,K,35,Urban
K1K0A1,K1K,45.4577,-75.627969,Ottawa,K,35,Urban
K1L0A1,K1L,45.443134,-75.661664,Vanier,K,35,Urban
K1M0A1,K1M,45.45317473,-75.68727814,Rockcliffe,K,35,Urban
K1N0A1,K1N,45.43003186,-75.69289218,Ottawa,K,35,Urban
K1P0A1,K1P,45.42175544,-75.6981492,Ottawa,K,35,Urban
K1R0A1,K1R,45.412839,-75.707804,Ottawa,K,35,Urban
K1S0A1,K1S,45.417017,-75.679465,Ottawa,K,35,Urban
K1T0A1,K1T,45.340988,-76.207244,Ottawa,K,35,Urban
K1V0A1,K1V,45.349688,-75.661314,Ottawa,K,35,Urban
K1W0A1,K1W,45.424765,-75.526033,Gloucester,K,35,Urban
K1X0A1,K1X,45.297632,-75.626874,Gloucester,K,35,Urban
K1Y0A1,K1Y,45.40211707,-75.75094598,Ottawa,K,35,Urban
K1Z0A1,K1Z,45.380342,-75.746841,Ottawa,K,35,Urban
K2A0A0,K2A,45.195828,-75.82306,Ottawa,K,35,Urban
K2B0A1,K2B,45.351891,-75.790968,Ottawa,K,35,Urban
K2C0A0,K2C,45.195829,-75.82306,Ottawa,K,35,Urban
K2E0A1,K2E,45.332707,-75.700968,Nepean,K,35,Urban
K2G0A1,K2G,45.336483,-75.732814,Nepean,K,35,Urban
K2H0A1,K2H,44.249605,-76.955967,Napanee,K,35,Urban
K2J0A1,K2J,45.369146,-75.768357,Nepean,K,35,Urban
K2K0A1,K2K,45.335651,-75.904639,Kanata,K,35,Urban
K2L0A1,K2L,45.31126,-75.896476,Kanata,K,35,Urban
K2M0A1,K2M,45.27791749,-75.85890691,Kanata,K,35,Urban
K2P0A1,K2P,45.419549,-75.694721,Ottawa,K,35,Urban
K2R0A1,K2R,45.2918959,-75.8006533,Nepean,K,35,Urban
K2S0A1,K2S,45.23661,-75.918236,Stittsville,K,35,Urban
K2T0A2,K2T,45.314604,-75.914255,Kanata,K,35,Urban
K2V0A1,K2V,45.302327,-75.9137,Kanata,K,35,Urban
K2W0A1,K2W,45.298604,-75.883453,Kanata,K,35,Urban
K4A0A1,K4A,45.449549,-75.47686,Orl�Ans,K,35,Urban
K4B1A0,K4B,45.425883,-75.507849,Navan,K,35,Urban
K4C0A1,K4C,45.505467,-75.472889,Cumberland,K,35,Urban
K4K0A1,K4K,45.547838,-75.279193,Rockland,K,35,Urban
K4M0A1,K4M,45.238385,-75.683799,Manotick,K,35,Urban
K4P0A1,K4P,45.250982,-75.621273,Greely,K,35,Urban
K4R0A1,K4R,45.248433,-75.35108,Russell,K,35,Urban
K6A0A1,K6A,45.603814,-74.611524,Hawkesbury,K,35,Urban
K6H0A1,K6H,45.03839,-74.728062,Cornwall,K,35,Urban
K6J0A2,K6J,45.0267017,-74.7637283,,K,35,Urban
K6K1A0,K6K,45.068399,-74.716045,Cornwall,K,35,Urban
K6T1A1,K6T,44.612969,-75.762315,Elizabethtown,K,35,Urban
K6V0A0,K6V,44.643889,-75.711444,South Augusta,K,35,Urban
K7A1A0,K7A,44.941018,-76.026397,Smiths Falls,K,35,Urban
K7C0A1,K7C,45.14936,-76.13865,Carleton Place,K,35,Urban
K7G0A1,K7G,44.327297,-76.156273,Gananoque,K,35,Urban
K7H0A1,K7H,44.904171,-76.261413,Perth,K,35,Urban
K7K0A0,K7K,44.258072,-76.461304,Pittsburgh,K,35,Urban
K7L0A1,K7L,44.22576,-76.482639,Kingston,K,35,Urban
K7M0A1,K7M,44.240643,-76.576623,Kingston,K,35,Urban
K7N0A1,K7N,44.220562,-76.660281,Amherstview,K,35,Urban
K7P0A1,K7P,44.26575399,-76.54400009,Kingston,K,35,Urban
K7R0A1,K7R,44.249119,-76.952094,Napanee,K,35,Urban
K7S0A1,K7S,45.44398356,-76.35974226,Arnprior,K,35,Urban
K7V0A1,K7V,45.476408,-76.679409,Renfrew,K,35,Urban
K8A0A1,K8A,45.769318,-77.172234,Pembroke,K,35,Urban
K8B0A1,K8B,45.8041894,-77.0820896,Pembroke,K,35,Urban
K8H0A1,K8H,45.901229,-77.281632,Petawawa,K,35,Urban
K8N0A1,K8N,44.179933,-77.356843,Belleville,K,35,Urban
K8P0A1,K8P,44.207377,-77.379509,Belleville,K,35,Urban
K8R1A1,K8R,44.13123398,-77.45211177,Belleville,K,35,Urban
K8V0A1,K8V,44.122301,-77.565871,Trenton,K,35,Urban
K9A0A1,K9A,43.977557,-78.172276,Cobourg,K,35,Urban
K9H0A1,K9H,44.3304947,-78.33252032,Peterborough,K,35,Urban
K9J0A1,K9J,44.301939,-78.334021,Peterborough,K,35,Urban
K9K0A1,K9K,44.262078,-78.360501,Peterborough,K,35,Urban
K9L0A1,K9L,44.351149,-78.30503,Peterborough,K,35,Urban
